Date,City,Product_Category,Product,Quantity,Product_Price
07-02-2026,Pune,Ghee,Cultured Cow Ghee,119,500
21-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,93,1000
28-02-2026,Delhi NCR,High Protein Milk,Coffee,37,90
11-01-2026,Delhi NCR,High Protein Milk,Cacao Milk,44,120
06-01-2026,Mumbai,Ghee,Buffalo Ghee,75,500
03-02-2026,Mumbai,Ghee,Buffalo Ghee,28,500
19-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,69,55
04-01-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,83,50
11-01-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,120,50
10-01-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,42,50
13-02-2026,Delhi NCR,Ghee,Buffalo Ghee,73,500
16-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,18,50
11-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,98,1000
24-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,63,1000
09-02-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,25,55
10-02-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,13,1000
01-03-2026,Hyderabad,High Protein Milk,Chickoo Milk,66,120
23-01-2026,Mumbai,High Protein Milk,Mango Milk,81,130
22-01-2026,Jaipur,High Protein Milk,Chickoo Milk,64,120
27-01-2026,Mumbai,High Protein Milk,Cacao Milk,100,120
03-02-2026,Hyderabad,Ghee,Buffalo Ghee,102,500
22-02-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,95,50
18-02-2026,Pune,Ghee,A2 Gir Cow Ghee,7,1000
23-02-2026,Delhi NCR,High Protein Milk,Matcha,43,125
04-01-2026,Mumbai,Ghee,Cultured Cow Ghee,52,500
15-02-2026,Pune,Dairy Products,Kharwas,33,75
18-01-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,77,100
28-01-2026,Hyderabad,High Protein Milk,Cacao Milk,101,120
07-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,29,55
04-01-2026,Hyderabad,Dairy Products,Chocolate Milk,66,90
21-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,17,50
22-01-2026,Hyderabad,High Protein Milk,Milk 0.5L,118,120
11-01-2026,Hyderabad,High Protein Milk,Milk,89,75
25-02-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,110,75
16-01-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,99,100
25-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,63,50
07-02-2026,Delhi NCR,Dairy Products,Door Bag,94,250
02-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,14,1000
21-02-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,18,50
04-01-2026,Hyderabad,Dairy Products,Chocolate Milk,84,90
17-02-2026,Mumbai,Ghee,Cultured Cow Ghee,31,500
24-01-2026,Delhi NCR,High Protein Milk,Milk,116,75
12-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,53,1000
20-02-2026,Jaipur,Nutrition Rich Milk,Pasteurized Buffalo Milk,93,55
14-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,119,1000
13-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,8,55
18-01-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,30,195
20-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,105,195
03-01-2026,Hyderabad,Dairy Products,Cow Milk Paneer,61,100
31-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,49,195
19-02-2026,Pune,Dairy Products,Dahi,108,45
01-01-2026,Delhi NCR,High Protein Milk,Mango Milk,31,130
05-02-2026,Hyderabad,High Protein Milk,Matcha,97,125
21-02-2026,Jaipur,High Protein Milk,Matcha,71,125
11-02-2026,Pune,Ghee,Cultured Cow Ghee,39,500
27-01-2026,Delhi NCR,Dairy Products,Dahi,67,45
13-01-2026,Pune,High Protein Milk,Chickoo Milk,48,120
21-02-2026,Delhi NCR,Dairy Products,Door Bag,104,250
20-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,16,100
12-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,67,1000
11-01-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,15,50
16-02-2026,Jaipur,Dairy Products,Door Bag,36,250
06-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,31,55
14-01-2026,Mumbai,Dairy Products,Cow Milk Paneer,5,100
28-01-2026,Delhi NCR,Dairy Products,Door Bag,22,250
13-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,69,100
20-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,101,195
31-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,99,75
21-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,63,1000
13-02-2026,Mumbai,High Protein Milk,Milk 0.5L,10,120
05-02-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,40,75
27-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,82,195
27-02-2026,Jaipur,Ghee,A2 Gir Cow Ghee,102,1000
12-02-2026,Mumbai,Dairy Products,Door Bag,101,250
23-01-2026,Pune,High Protein Milk,Kesar Elaichi,38,100
25-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,55,195
16-01-2026,Pune,High Protein Milk,Milk 250 ML Pouch,32,75
08-02-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,75,50
23-02-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,117,55
30-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,64,55
17-02-2026,Mumbai,High Protein Milk,Chickoo Milk,31,120
09-02-2026,Jaipur,High Protein Milk,Coffee,119,90
23-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,99,90
22-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,42,50
25-02-2026,Mumbai,Ghee,Buffalo Ghee,7,500
07-02-2026,Mumbai,Ghee,Cultured Cow Ghee,92,500
09-01-2026,Delhi NCR,High Protein Milk,Mango Milk,94,130
05-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,105,1000
05-02-2026,Hyderabad,Ghee,Buffalo Ghee,98,500
15-02-2026,Delhi NCR,Dairy Products,Kharwas,32,75
31-01-2026,Hyderabad,Ghee,Buffalo Ghee,33,500
20-02-2026,Jaipur,Dairy Products,Cow Milk Paneer,65,100
28-02-2026,Mumbai,Ghee,Cultured Cow Ghee,6,500
18-02-2026,Pune,Ghee,Cultured Cow Ghee,43,500
11-01-2026,Mumbai,High Protein Milk,Kesar Elaichi,35,100
18-02-2026,Jaipur,High Protein Milk,Mango Milk,35,130
01-02-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,95,55
02-03-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,100,50
09-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,96,195
08-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,110,55
22-01-2026,Jaipur,High Protein Milk,Milk,80,75
22-02-2026,Jaipur,Dairy Products,Chocolate Milk,111,90
11-02-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,75,195
01-02-2026,Jaipur,Dairy Products,Kharwas,84,75
07-01-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,30,195
11-01-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,40,55
13-02-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,50,75
09-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,72,50
11-01-2026,Pune,Ghee,A2 Gir Cow Ghee,40,1000
19-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,14,1000
27-01-2026,Jaipur,Ghee,Buffalo Ghee,75,500
18-01-2026,Hyderabad,Ghee,Buffalo Ghee,42,500
22-01-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,65,55
09-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,105,1000
05-02-2026,Mumbai,Ghee,Cultured Cow Ghee,99,500
08-01-2026,Hyderabad,High Protein Milk,Mango Milk,64,130
19-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,45,1000
13-02-2026,Pune,Ghee,Buffalo Ghee,12,500
31-01-2026,Jaipur,High Protein Milk,Matcha,28,125
22-02-2026,Mumbai,Dairy Products,Chocolate Milk,106,90
15-02-2026,Pune,Dairy Products,Dahi,29,45
19-02-2026,Jaipur,Dairy Products,Dahi,33,45
07-01-2026,Delhi NCR,Dairy Products,Kharwas,37,75
08-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,15,50
22-01-2026,Pune,Ghee,Buffalo Ghee,66,500
28-01-2026,Delhi NCR,High Protein Milk,Coffee,103,90
26-01-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,46,55
28-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,56,55
29-01-2026,Delhi NCR,Dairy Products,Dahi,109,45
31-01-2026,Hyderabad,Dairy Products,Kharwas,44,75
16-01-2026,Mumbai,High Protein Milk,Milk 250 ML Pouch,94,75
01-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,69,55
28-02-2026,Delhi NCR,High Protein Milk,Milk,63,75
07-02-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,13,55
24-02-2026,Pune,Ghee,A2 Gir Cow Ghee,13,1000
27-01-2026,Jaipur,Dairy Products,Door Bag,95,250
31-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,86,1000
14-02-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,12,55
19-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,92,195
11-02-2026,Delhi NCR,High Protein Milk,Milk,102,75
19-01-2026,Mumbai,Dairy Products,Kharwas,96,75
12-01-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,58,50
28-02-2026,Jaipur,Dairy Products,Kharwas,96,75
05-01-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,49,75
05-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,90,55
16-01-2026,Hyderabad,Dairy Products,Cow Milk Paneer,83,100
30-01-2026,Delhi NCR,Dairy Products,Kharwas,63,75
03-02-2026,Delhi NCR,Nutrition Rich Milk,Lactose Free Milk,70,75
08-01-2026,Mumbai,High Protein Milk,Milk,116,75
15-01-2026,Delhi NCR,Dairy Products,Kharwas,117,75
05-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,32,75
20-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,119,1000
02-03-2026,Mumbai,Ghee,A2 Gir Cow Ghee,64,1000
29-01-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,42,55
03-01-2026,Hyderabad,Dairy Products,Dahi,72,45
06-01-2026,Mumbai,Dairy Products,Chocolate Milk,88,90
23-01-2026,Jaipur,Dairy Products,Kharwas,68,75
27-02-2026,Jaipur,Dairy Products,Dahi,31,45
10-01-2026,Jaipur,High Protein Milk,Cacao Milk,107,120
19-01-2026,Hyderabad,Ghee,Buffalo Ghee,108,500
21-02-2026,Mumbai,Dairy Products,Dahi,57,45
08-01-2026,Jaipur,High Protein Milk,Milk 0.5L,119,120
08-02-2026,Jaipur,High Protein Milk,Milk,101,75
21-01-2026,Mumbai,Ghee,Buffalo Ghee,107,500
30-01-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,117,75
04-02-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,43,50
09-01-2026,Pune,Dairy Products,Door Bag,87,250
16-02-2026,Delhi NCR,Ghee,Buffalo Ghee,19,500
25-02-2026,Mumbai,Dairy Products,Kharwas,100,75
13-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,83,55
09-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,105,100
05-01-2026,Jaipur,High Protein Milk,Matcha,5,125
10-02-2026,Jaipur,Ghee,A2 Gir Cow Ghee,73,1000
14-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,83,55
13-01-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,95,55
10-02-2026,Jaipur,High Protein Milk,Matcha,36,125
18-02-2026,Pune,High Protein Milk,Chickoo Milk,7,120
07-01-2026,Delhi NCR,Nutrition Rich Milk,Lactose Free Milk,87,75
07-02-2026,Jaipur,High Protein Milk,Milk,42,75
01-03-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,80,50
07-02-2026,Jaipur,High Protein Milk,Coffee,72,90
05-01-2026,Hyderabad,Dairy Products,Dahi,44,45
16-02-2026,Jaipur,Ghee,A2 Gir Cow Ghee,51,1000
03-02-2026,Pune,Dairy Products,Cow Milk Paneer,74,100
05-01-2026,Jaipur,High Protein Milk,Kesar Elaichi,80,100
13-01-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,90,55
03-02-2026,Delhi NCR,High Protein Milk,Mango Milk,93,130
24-01-2026,Jaipur,High Protein Milk,Matcha,28,125
31-01-2026,Hyderabad,Nutrition Rich Milk,Lactose Free Milk,60,75
25-02-2026,Pune,Ghee,Cultured Cow Ghee,43,500
17-01-2026,Jaipur,High Protein Milk,Cacao Milk,96,120
07-01-2026,Jaipur,High Protein Milk,Cacao Milk,96,120
22-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,93,500
15-01-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,67,55
11-01-2026,Jaipur,High Protein Milk,Milk,20,75
01-03-2026,Mumbai,High Protein Milk,Matcha,22,125
22-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,53,50
29-01-2026,Delhi NCR,Ghee,Buffalo Ghee,35,500
16-02-2026,Jaipur,Ghee,Cultured Cow Ghee,118,500
22-01-2026,Pune,High Protein Milk,Coffee,88,90
11-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,100,75
01-03-2026,Pune,High Protein Milk,Matcha,33,125
20-01-2026,Pune,Dairy Products,Dahi,21,45
19-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,61,75
20-01-2026,Hyderabad,High Protein Milk,Milk,22,75
30-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,117,195
20-01-2026,Mumbai,Ghee,Buffalo Ghee,33,500
07-02-2026,Delhi NCR,Dairy Products,Door Bag,41,250
01-02-2026,Jaipur,Ghee,Buffalo Ghee,61,500
19-01-2026,Pune,High Protein Milk,Chickoo Milk,76,120
17-02-2026,Jaipur,Dairy Products,Kharwas,102,75
02-03-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,85,55
07-02-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,26,50
26-01-2026,Pune,Ghee,A2 Gir Cow Ghee,49,1000
28-01-2026,Jaipur,Ghee,Cultured Cow Ghee,109,500
14-02-2026,Hyderabad,Dairy Products,Cow Milk Paneer,85,100
05-02-2026,Mumbai,Ghee,Buffalo Ghee,26,500
13-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,52,50
20-02-2026,Delhi NCR,High Protein Milk,Cacao Milk,105,120
04-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,12,1000
02-01-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,31,55
05-02-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,33,55
31-01-2026,Delhi NCR,Dairy Products,Door Bag,91,250
09-02-2026,Delhi NCR,Ghee,Cultured Cow Ghee,84,500
09-02-2026,Mumbai,High Protein Milk,Chickoo Milk,38,120
10-01-2026,Jaipur,High Protein Milk,Mango Milk,111,130
10-02-2026,Delhi NCR,High Protein Milk,Chickoo Milk,16,120
23-02-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,22,195
28-02-2026,Hyderabad,High Protein Milk,Chickoo Milk,53,120
24-01-2026,Mumbai,Dairy Products,Door Bag,116,250
28-02-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,25,1000
11-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,24,1000
16-02-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,44,55
23-02-2026,Delhi NCR,Nutrition Rich Milk,Lactose Free Milk,46,75
13-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,6,100
15-02-2026,Pune,Ghee,A2 Gir Cow Ghee,24,1000
06-02-2026,Pune,High Protein Milk,Cacao Milk,71,120
07-01-2026,Delhi NCR,Ghee,Buffalo Ghee,23,500
04-02-2026,Delhi NCR,Ghee,Cultured Cow Ghee,78,500
20-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,52,195
24-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,18,100
05-01-2026,Jaipur,Ghee,Buffalo Ghee,52,500
10-02-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,110,1000
11-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,40,100
07-02-2026,Delhi NCR,Nutrition Rich Milk,Lactose Free Milk,7,75
04-02-2026,Jaipur,Dairy Products,Door Bag,92,250
12-02-2026,Delhi NCR,Ghee,Buffalo Ghee,48,500
22-01-2026,Pune,Dairy Products,Kharwas,91,75
28-02-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,50,55
19-02-2026,Delhi NCR,High Protein Milk,Coffee,78,90
07-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,71,500
27-02-2026,Delhi NCR,Dairy Products,Kharwas,95,75
01-02-2026,Mumbai,High Protein Milk,Chickoo Milk,6,120
20-02-2026,Delhi NCR,Ghee,Cultured Cow Ghee,79,500
18-02-2026,Hyderabad,High Protein Milk,Milk 0.5L,101,120
02-01-2026,Mumbai,High Protein Milk,Chickoo Milk,46,120
11-01-2026,Jaipur,Dairy Products,Kharwas,119,75
04-01-2026,Hyderabad,Nutrition Rich Milk,Lactose Free Milk,28,75
24-01-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,94,195
27-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,62,500
19-02-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,77,50
01-01-2026,Delhi NCR,High Protein Milk,Cacao Milk,98,120
07-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,120,50
08-02-2026,Delhi NCR,Ghee,Buffalo Ghee,10,500
04-02-2026,Pune,Ghee,Cultured Cow Ghee,50,500
09-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,90,50
04-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,9,1000
31-01-2026,Hyderabad,Nutrition Rich Milk,Lactose Free Milk,6,75
01-02-2026,Jaipur,Dairy Products,Cow Milk Paneer,60,100
05-02-2026,Delhi NCR,High Protein Milk,Mango Milk,34,130
04-02-2026,Pune,High Protein Milk,Kesar Elaichi,101,100
08-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,110,195
10-01-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,46,55
29-01-2026,Jaipur,Dairy Products,Chocolate Milk,85,90
25-01-2026,Jaipur,Nutrition Rich Milk,Pasteurized Buffalo Milk,69,55
27-02-2026,Pune,Ghee,Buffalo Ghee,101,500
02-03-2026,Mumbai,Dairy Products,Dahi,7,45
02-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,27,500
06-02-2026,Mumbai,High Protein Milk,Kesar Elaichi,16,100
07-02-2026,Pune,Dairy Products,Cow Milk Paneer,52,100
25-02-2026,Pune,Dairy Products,Dahi,110,45
09-02-2026,Hyderabad,Dairy Products,Dahi,36,45
19-02-2026,Mumbai,Dairy Products,Door Bag,55,250
27-02-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,55,55
31-01-2026,Hyderabad,Dairy Products,Chocolate Milk,110,90
10-01-2026,Pune,Dairy Products,Kharwas,73,75
11-01-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,62,75
06-01-2026,Jaipur,Nutrition Rich Milk,Pasteurized Buffalo Milk,112,55
07-02-2026,Hyderabad,Dairy Products,Cow Milk Paneer,87,100
28-01-2026,Hyderabad,Dairy Products,Dahi,22,45
19-01-2026,Hyderabad,High Protein Milk,Coffee,80,90
22-01-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,47,195
14-02-2026,Delhi NCR,High Protein Milk,Matcha,80,125
18-01-2026,Hyderabad,High Protein Milk,Milk 0.5L,114,120
03-02-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,57,100
19-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,101,195
01-03-2026,Jaipur,Dairy Products,Chocolate Milk,53,90
05-02-2026,Pune,High Protein Milk,Cacao Milk,72,120
05-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,24,1000
01-02-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,70,75
03-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,70,55
05-01-2026,Pune,Dairy Products,A2 Gir Cow Paneer,12,195
01-03-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,105,100
31-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,75,1000
16-02-2026,Jaipur,High Protein Milk,Coffee,113,90
03-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,12,100
10-02-2026,Delhi NCR,Ghee,Cultured Cow Ghee,31,500
20-01-2026,Hyderabad,Dairy Products,Door Bag,26,250
04-02-2026,Hyderabad,Dairy Products,Door Bag,106,250
14-02-2026,Hyderabad,High Protein Milk,Mango Milk,120,130
14-01-2026,Delhi NCR,Ghee,Buffalo Ghee,32,500
13-01-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,41,100
08-02-2026,Mumbai,High Protein Milk,Kesar Elaichi,113,100
24-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,112,55
14-01-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,54,55
14-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,116,50
27-01-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,22,55
03-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,110,100
28-01-2026,Pune,High Protein Milk,Matcha,107,125
08-02-2026,Jaipur,Ghee,Buffalo Ghee,44,500
20-02-2026,Pune,Dairy Products,Kharwas,47,75
13-02-2026,Pune,Ghee,Buffalo Ghee,8,500
28-02-2026,Jaipur,High Protein Milk,Milk 0.5L,110,120
07-02-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,109,50
18-01-2026,Mumbai,High Protein Milk,Cacao Milk,65,120
07-01-2026,Jaipur,Nutrition Rich Milk,Pasteurized Buffalo Milk,31,55
22-01-2026,Pune,Dairy Products,Chocolate Milk,18,90
21-02-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,71,75
04-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,49,1000
17-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,114,1000
15-01-2026,Jaipur,High Protein Milk,Coffee,93,90
16-02-2026,Mumbai,Dairy Products,Kharwas,79,75
25-01-2026,Mumbai,Ghee,Buffalo Ghee,120,500
29-01-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,40,195
20-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,95,500
05-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,77,55
24-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,85,1000
03-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,63,100
24-01-2026,Delhi NCR,Dairy Products,Chocolate Milk,6,90
01-01-2026,Mumbai,High Protein Milk,Milk 250 ML Pouch,24,75
01-02-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,29,55
31-01-2026,Delhi NCR,Dairy Products,Dahi,96,45
01-03-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,76,195
24-02-2026,Pune,Dairy Products,Cow Milk Paneer,13,100
07-02-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,52,75
08-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,66,1000
07-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised A2 Cow Milk,70,55
07-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,120,500
01-03-2026,Jaipur,Dairy Products,Door Bag,6,250
05-02-2026,Hyderabad,High Protein Milk,Milk 0.5L,12,120
11-01-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,26,75
14-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,24,90
20-02-2026,Delhi NCR,High Protein Milk,Milk 0.5L,29,120
21-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,57,1000
08-02-2026,Mumbai,Dairy Products,Chocolate Milk,62,90
08-02-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,99,75
24-01-2026,Mumbai,Ghee,Buffalo Ghee,52,500
27-02-2026,Jaipur,High Protein Milk,Mango Milk,76,130
04-02-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,57,55
25-01-2026,Pune,High Protein Milk,Matcha,47,125
16-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,26,1000
10-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,67,50
24-02-2026,Hyderabad,Dairy Products,Dahi,52,45
06-02-2026,Jaipur,Ghee,Buffalo Ghee,24,500
10-02-2026,Mumbai,High Protein Milk,Milk 0.5L,91,120
10-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,48,90
27-01-2026,Pune,High Protein Milk,Milk 250 ML Pouch,44,75
29-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,90,55
23-02-2026,Pune,Ghee,Cultured Cow Ghee,104,500
14-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised A2 Cow Milk,28,55
17-01-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,110,50
10-01-2026,Delhi NCR,Dairy Products,Chocolate Milk,23,90
02-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,31,100
15-02-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,6,1000
06-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,27,1000
02-02-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,119,75
30-01-2026,Delhi NCR,High Protein Milk,Mango Milk,120,130
23-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,30,50
13-01-2026,Hyderabad,Dairy Products,Dahi,103,45
27-01-2026,Pune,High Protein Milk,Matcha,82,125
04-02-2026,Delhi NCR,Ghee,Buffalo Ghee,26,500
02-02-2026,Jaipur,Dairy Products,Kharwas,37,75
25-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,82,100
26-01-2026,Hyderabad,High Protein Milk,Matcha,67,125
12-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,27,195
11-01-2026,Hyderabad,High Protein Milk,Coffee,7,90
15-02-2026,Pune,Dairy Products,Chocolate Milk,96,90
10-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,75,55
09-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,7,195
06-02-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,50,55
13-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,30,195
30-01-2026,Jaipur,Ghee,Cultured Cow Ghee,35,500
21-02-2026,Jaipur,Ghee,Cultured Cow Ghee,17,500
11-02-2026,Mumbai,High Protein Milk,Mango Milk,81,130
